Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,lon,lat,Cuisines,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Keventers,1,New Delhi,"C 14, Ground Floor, Community Center, SDA Market, SDA, New Delhi",SDA,"SDA, New Delhi",77.1968157,28.546526500000002,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,18
Yomo-Your Only Momo Outlet,1,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.0994718,28.425353100000002,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,6
Cafe Culture,1,New Delhi,"M 33, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.23642308,28.54967193,Cafe,1000,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,50
Smoke House BBQ and Catering,216,Gainesville,"3205 Atlanta Hwy, Atlanta Highway, Gainesville, GA, Gainesville, GA 30507",Gainesville,"Gainesville, Gainesville",-83.860098,34.222755,BBQ,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,89
The Yellow Chilli,1,Indore,"Block B-3, Dhan Trident, Near Metro Tower, PU-4, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8974292,22.7538385,"North Indian, Mughlai, Seafood",1100,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,181
Fuel Diet Cafe,1,New Delhi,"F-2/35, Vijay Chowk, Near Shiv Chowk, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.28421879999999,28.6576075,Healthy Food,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Decked Up By Garden Cafe,1,Jaipur,"320, Queens Road, Opposite Jharkhand Mahadev Temple, Vaishali Nagar, Jaipur",Vaishali Nagar,"Vaishali Nagar, Jaipur",75.7528205,26.9137256,"Cafe, Fast Food, North Indian",1200,Indian Rupees(Rs.),No,Yes,No,No,3,3.9,Yellow,Good,310
Roadhouse Cafe,1,New Delhi,"M-22, 2nd Floor, Main Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.2356207,28.549774499999998,"Continental, Italian",1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.1,Green,Very Good,68
Gung The Palace,1,New Delhi,"D-1/B, Near Ashirwad Complex, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.2054344,28.556872499999997,Korean,2500,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,303
Midnight Sutra,1,Gurgaon,"Near Paras Hospital, Sector 43, Gurgaon",Sector 43,"Sector 43, Gurgaon",77.09061059999999,28.4507062,"North Indian, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average,174
Let's Noodle,1,Noida,"Near B-19, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3629871,28.6207119,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Cafe E,1,New Delhi,"151, Ground Floor, DLF Emporio Mall, Nelson Mandela Marg, Vasant Kunj, New Delhi","DLF Emporio Mall, Vasant Kunj","DLF Emporio Mall, Vasant Kunj, New Delhi",77.15665989,28.54283324,"Cafe, Continental",1600,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,83
The Kasbah,1,Bhopal,"110/7, Mandakini, Opposite Union Bank, Kolar Main Road, Arera Colony, Bhopal",Arera Colony,"Arera Colony, Bhopal",77.41722744,23.18499152,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,126
Tandoori Tadka,1,New Delhi,"13/279, Bhawan Mandir, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",0.0,0.0,Street Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Caffï¿½ï¿½ La Poya,1,Noida,"7, Ashirwad Complex, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.36602105,28.539317999999998,"Cafe, Continental, Fast Food, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Americana Kitchen and Bar,1,Noida,"Ist Floor, 1-6, Centre Stage Mall, Sector 18, Noida","Centre Stage Mall, Sector 18","Centre Stage Mall, Sector 18, Noida",77.3228281,28.56834294,"American, Tex-Mex, Italian, Mexican, North Indian",2000,Indian Rupees(Rs.),Yes,No,No,No,4,2.4,Red,Poor,221
Kwaliti,1,Gurgaon,"SF-71, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0817637,28.4672902,"North Indian, Chinese, Fast Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,129
Turquoise Cottage - TC Original 1997,1,Noida,"205-206, 1st Floor, Gardens Galleria Mall, Plot A-2, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Gardens Galleria, Sector 38 Noida, Noida",77.32146740000002,28.564824199999997,"Continental, American, Italian, Mediterranean",1900,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good,240
buï¿½ï¿½no,1,Gurgaon,"2nd Floor, Near Lifestyle, MGF Metropolis Mall, MG Road, Gurgaon","MGF Metropolis Mall, MG Road","MGF Metropolis Mall, MG Road, Gurgaon",77.08167370000001,28.478398,"Cafe, American, Desserts, Italian, Bakery",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,18
Food Nation,1,New Delhi,"Shop 22, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",0.0,0.0,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Essex Collections Patisserie,1,New Delhi,"Essex Farms, 4, Hauz Khas, New Delhi",Essex Farms,"Essex Farms, New Delhi",77.20118670000001,28.543789399999998,"Bakery, Desserts, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,50
Ovenstory Pizza,1,Gurgaon,"Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0788503,28.4609696,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,23
Urban Village,1,New Delhi,"253/2, Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.21100144,28.54853276,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,13
Jony Sweets,1,New Delhi,"1448/50, 100 Feet Road, Durgapur, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.2945223,28.6894359,"Bakery, Desserts",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Ram Singh Chaat Bhandaar,1,New Delhi,"Loni Road, Jyoti Nagar East, Opposite Bank of Baroda, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.2918926,28.690307699999998,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,13
Foresto Lawn & Restaurant,1,New Delhi,"Plot 802/2, Block K, Main Vasant Kunj Road, Near Mata Chowk & Prem Maruti, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1293063,28.541621000000003,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2
Kings Kulfi,1,New Delhi,"25/3, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0971673,28.6349446,Ice Cream,150,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,10
Domino's Pizza,1,New Delhi,"14-16, Ground Floor, Living Style Mall, Main Kalindi Kunj Road, Jasola, New Delhi","Living Style Mall, Jasola","Living Style Mall, Jasola, New Delhi",77.2968703,28.541290999999998,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,81
Wake 'n' Bake Cafe,1,New Delhi,"D-6A, Single Storey, Vijay Nagar, New Delhi",Vijay Nagar,"Vijay Nagar, New Delhi",77.20197815,28.69302023,"Fast Food, Bakery",350,Indian Rupees(Rs.),No,No,No,No,1,4.0,Green,Very Good,90
Banspi,1,New Delhi,"L-25, Vijay Chowk, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2787671,28.634047,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,13
Ever Bake,1,New Delhi,"BN-2, Central Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.16241,28.706428499999998,"Bakery, Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,4.0,Green,Very Good,371
The Refinery,216,Tampa Bay,"5137 N. Florida Ave., Tampa, FL 33603",Seminole Heights,"Seminole Heights, Tampa Bay",-82.459339,27.993840000000002,"Seafood, Steak",40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,875
Momo-Cha,1,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad, Faridabad",77.3130127,28.3979794,Fast Food,200,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,16
Taste of India Nepal,216,Pocatello,"330 N Main Street, Pocatello, ID 83204",Pocatello,"Pocatello, Pocatello",-112.45253000000001,42.863969,"Indian, International, Vegetarian",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,141
The Food Hall by Todd English,162,Taguig City,"Fifth Floor, SM Aura Premier, C5 Corner 26th Street, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City",121.0534998,14.54565535,"American, Asian, Italian, Seafood",1800,Botswana Pula(P),Yes,No,No,No,4,4.5,Dark Green,Excellent,618
The Bigos,208,Ankara,"Mahallesi, Selanik 2 Caddesi, No 61/A, ï¿½ankaya, Ankara",KÛ±zÛ±lay,"KÛ±zÛ±lay, Ankara",32.85791667,39.91668611,Cafe,80,Turkish Lira(TL),No,No,No,No,3,3.8,Yellow,Good,123
Twenty Four Seven,1,New Delhi,"Near Petrol Pump, Sundar Nagar, Dr. Zakir Hussain Marg, New Delhi",Dr. Zakir Hussain Marg,"Dr. Zakir Hussain Marg, New Delhi",77.2374755,28.602169300000003,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7
Maggi Point,1,Faridabad,"F-46 A, 1st Floor, Eldeco Mall, Sector 12, Faridabad","Eldeco Station 1 Mall, Sector 12, Faridabad","Eldeco Station 1 Mall, Sector 12, Faridabad, Faridabad",77.3140449,28.3869029,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Hunter's Pub,216,Columbus,"11269 GA Hwy 219, Hamilton, GA 31811",Hamilton,"Hamilton, Columbus",-85.0213,32.7455,"American, Seafood, Steak",40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,235
Rustom's Cafe & Bakery,1,New Delhi,"Khoj International Artists Association, S-17, Khirkee Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2184409,28.531153200000002,"Cafe, Bakery, Parsi",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,84
Restaurant Andre,184,Singapore,41 Bukit Pasoh Road 089855,"Cantonment Road, Outram","Cantonment Road, Outram, Singapore",103.8403602,1.279419756,"French, Mediterranean, European",500,Dollar($),No,No,No,No,4,3.8,Yellow,Good,33
Gulshan Dhaba,1,Gurgaon,"Sohna Chowk, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.02761509999999,28.457951399999995,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,20
Vintage Machine,1,Lucknow,"3/11 Patrakar Puram, Gomti Nagar, Lucknow",Gomti Nagar,"Gomti Nagar, Lucknow",81.00043965,26.8536376,"Italian, American, Lebanese",1000,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,887
The Cafe,216,Des Moines,"2616 Northridge Pkwy, Ames, IA 50010",Ames,"Ames, Des Moines",-93.64309399999999,42.048778999999996,"American, Coffee and Tea",25,Dollar($),No,No,No,No,2,4.9,Dark Green,Excellent,570
Ghar Ka Khana,1,Noida,"House 1, Near VDS Market, Hoshiyarpur, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.37223420000001,28.586009999999998,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Victoria,1,New Delhi,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi","MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",77.242985,28.646548600000003,"North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,20
Finger Licious,1,Faridabad,"Shop 5, Anangpur Chowk, Green Field, Opposite Apartments, Suraj Kund Road, Faridabad",Suraj Kund,"Suraj Kund, Faridabad",77.2846781,28.4609284,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Pizza Hut Delivery,1,New Delhi,"Shop 5-A, Dilashad Garden Metro Station, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.32103000000001,28.675965100000003,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,107
Dunkin' Donuts,1,New Delhi,"Pacific Mall, Second Floor, Subhash Nagar, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.1064285,28.6424049,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,36
Shamji Sweets,1,Gurgaon,"Sohna Chowk, Near Jama Masjid, Sadar Bazar, Gurgaon",Sadar Bazar,"Sadar Bazar, Gurgaon",77.02683940000001,28.459665700000002,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,15
Captain Grub,1,New Delhi,"Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.19397,28.55402,"American, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.3,Orange,Average,61
Bhutani Chaap,1,New Delhi,"Shop 1, Ambawata Complex, Gurudwara Road, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",77.1818486,28.522229600000003,"North Indian, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
d' Curry House,1,Aurangabad,"Hotel Green Olive, Near Baba Petrol Pump, Nirala Bazar, Aurangabad","Hotel Green Olive, Nirala Bazar","Hotel Green Olive, Nirala Bazar, Aurangabad",75.316722,19.875337,"Continental, Chinese, Biryani, North Indian",1000,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,73
Ricks Bar - The Taj Mahal Hotel,1,New Delhi,"The Taj Mahal Hotel, 1, Mansingh Road, New Delhi","The Taj Mahal Hotel, Mansingh Road","The Taj Mahal Hotel, Mansingh Road, New Delhi",77.22273611,28.60440165,"Malaysian, Thai",4200,Indian Rupees(Rs.),Yes,No,No,No,4,3.6,Yellow,Good,64
Texas Roadhouse,216,Waterloo,"5715 University Ave, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.4291,42.5127,"American, BBQ, Steak",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,93
Cafe Amaretto,1,Gurgaon,"Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","DLF South Point Mall, Golf Course Road, Gurgaon",77.0991184,28.448155699999997,"Cafe, Italian, European, Bakery",1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.1,Green,Very Good,147
Alwar Sweets,1,Gurgaon,"GF-40, Opposite Mother Dairy, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0842816,28.4603598,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,66
Chaophraya,215,Manchester,"19 Chapel Walks, City Center, Market Street, Manchester M2 1HN",Market Street,"Market Street, Manchester",-2.243505,53.48174,Thai,70,Pounds(ï¿½ï¿½),Yes,No,No,No,4,4.3,Green,Very Good,422
Kallu Nihari,1,New Delhi,"180, Chhatta Lal Mian, Behind Delite Cinema, Daryaganj, New Delhi",Daryaganj,"Daryaganj, New Delhi",77.23732059999999,28.642125099999998,Mughlai,150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,6
The Pizza Corner,1,New Delhi,"Shop 3, A-4, Anupam Garden, IGNOU Road, Saidulajab, Saket, New Delhi",Saket,"Saket, New Delhi",77.20538288,28.51470631,"Fast Food, Pizza",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.1,Red,Poor,39
Moti Mahal Delux,1,Gurgaon,"Shop 1-A, Subhash Chowk, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.0381858,28.426830199999998,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.2,Orange,Average,32
Shree Annapurna,1,Gurgaon,"Opposite Medicity Hospital, Sector 39, Gurgaon",Sector 39,"Sector 39, Gurgaon",77.04290237,28.43970173,"Chinese, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
The Latitude - Radisson Blu,1,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj","Radisson Blu, Tajganj, Agra",78.05704399999999,27.163303000000003,"North Indian, Chinese, Continental",0,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,103
Balaji Eating Point,1,New Delhi,"Pradhan Chowk, Sadh Nagar, Palam Colony, Palam, New Delhi",Palam,"Palam, New Delhi",77.093073,28.5913425,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
5 Little Pigs,14,Huskisson,"64 Owen St, Huskisson, NSW",Huskisson,"Huskisson, Huskisson",150.67107430000002,-35.0388698,"Breakfast, Modern Australian",20,Dollar($),No,No,No,No,2,4.1,Green,Very Good,40
Binge Restaurant,1,Noida,"C-25, Ground Floor, Stellar IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3625455,28.6127995,"North Indian, Chinese, Continental",1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,325
Kashi Chat Bhandar,1,Varanasi,"D-37/49, Godaulia, Varanasi",Godaulia,"Godaulia, Varanasi",82.971977,25.311385,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good,158
Saraswati Food Corner,1,New Delhi,"Shop 240, 100 Feet Road, Ghitorni Village, Near, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.1457322,28.494763,"Chinese, North Indian, South Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Kimo's,216,Rest of Hawaii,"845 Front St, Lahaina, HI 96761",Lahaina,"Lahaina, Rest of Hawaii",-156.680666,20.876127,"Hawaiian, Seafood, Steak",40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,707
The Chocolate Room,1,Faridabad,"10, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074031,28.469365500000002,"Cafe, Desserts",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,59
Sr. Sol 1,216,Athens,"175 Tallassee Rd, Athens, GA 30606",Athens,"Athens, Athens",-83.4293,33.9652,Mexican,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,917
Kake Da Hotel,1,New Delhi,"67, Municipal Market, Connaught Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2218787,28.6350395,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,2185
Kadimi Sweets,1,New Delhi,"38, Central Road, Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.24752,28.5819657,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,42
Clove - The Galgotias,1,Gurgaon,"The Galgotias Hotel, 4, Sector 23 A, Sector 23, Gurgaon","The Galgotias, Sector 23","The Galgotias, Sector 23, Gurgaon",77.0529662,28.504749100000005,"Chinese, North Indian, Continental, Mexican",1500,Indian Rupees(Rs.),Yes,No,No,No,3,2.7,Orange,Average,19
Burger King,1,Gurgaon,"Shop 6, Lower Ground Floor, Raheja Mall, Sohna Road, Gurgaon","Raheja Mall, Sohna Road","Raheja Mall, Sohna Road, Gurgaon",77.0392029,28.423735399999998,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average,71
Guang Zhou Chinese Restaurant,216,Albany,"1214 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",-84.2091458,31.615518599999998,"Asian, Chinese, Vegetarian",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,141
Grill Master,1,New Delhi,"106, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.16855716,28.58764742,Fast Food,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,26
Mohit Restaurant,1,New Delhi,"Leela Ram Market, NDMC, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.219267,28.56414863,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,17
A Piece of Paris,1,Gurgaon,"Next to Citibank ATM, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0716878,28.510246999999996,"Desserts, Bakery",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,43
Parantha Point,1,New Delhi,"Shop 7, Fruit Market, Daya Nand Road, Daryaganj, New Delhi",Daryaganj,"Daryaganj, New Delhi",77.2420857,28.6448275,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Welcome,1,Faridabad,"J140, Sector 10, Faridabad",Sector 10,"Sector 10, Faridabad",77.32889780000001,28.377754100000004,"North Indian, Chinese",700,Indian Rupees(Rs.),Yes,No,No,No,2,2.9,Orange,Average,13
Two Friends Roll Corner,1,New Delhi,"A-124, New Ashok Nagar, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",0.0,0.0,"Fast Food, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Mikky Peshawari,1,New Delhi,"7, NN Tower, Shopping Complex, Road 44, Fountain Chowk, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1351915,28.6877493,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,49
Malika Bakers Pastry Shop,1,New Delhi,"S Mart Complex, DC Chowk Market, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.12635949999999,28.718132899999997,"Bakery, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,95
Chinese Food,1,Gurgaon,"Sector 45, Gurgaon",Sector 45,"Sector 45, Gurgaon",77.0594005,28.4446522,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Finger Licious,1,New Delhi,"A-142, Madhu Vihar Main Road, Near Patparganj Bus Depot, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3056876,28.636250300000004,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,137
Solita,215,Manchester,"37 Turner Street, Northern Quarter, Manchester M4 1DW",Northern Quarter,"Northern Quarter, Manchester",-2.237333333,53.4835,"American, Burger, Grill",50,Pounds(ï¿½ï¿½),No,No,No,No,3,4.9,Dark Green,Excellent,162
Khalsa Hindu Hotel,1,New Delhi,"711, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2234955,28.658756,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5
Fc Katyal,1,New Delhi,"G-32, LSC Market, New Rajdhani Enclave, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.2959775,28.642467100000005,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Izakaya Kikufuji,162,Makati City,"Little Tokyo, 2277 Chino Roces Avenue, Legaspi Village, Makati City","Little Tokyo, Legaspi Village, Makati City","Little Tokyo, Legaspi Village, Makati City, Makati City",121.014101,14.553707999999999,Japanese,1200,Botswana Pula(P),Yes,No,No,No,3,4.5,Dark Green,Excellent,591
Zareen's Dastarkhwan,1,New Delhi,"Jamia Nagar, Zakir Nagar, New Delhi",Zakir Nagar,"Zakir Nagar, New Delhi",77.28569627,28.56519398,Awadhi,800,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1
